seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.03    	-14.50  	5.08    	50.13   	-2.88   	3.00    	0.51    	3.17    	gaze started: billboard_image_1	
0.21    	8.11    	0.27    	242.46  	-2.88   	3.00    	0.51    	2.89    	-       	
0.24    	0.00    	0.00    	0.00    	-2.88   	3.01    	0.51    	2.85    	-       	
0.27    	13.57   	6.02    	676.05  	-2.88   	3.01    	0.51    	2.83    	-       	
0.29    	0.00    	0.00    	0.00    	-2.88   	3.01    	0.51    	2.81    	gaze started: billboard_image_4	
0.31    	0.00    	0.00    	0.00    	-2.88   	3.01    	0.51    	2.80    	-       	
0.37    	17.76   	0.18    	535.51  	-2.88   	3.01    	0.51    	2.78    	-       	
0.41    	12.88   	0.14    	468.48  	-2.88   	3.01    	0.51    	2.74    	-       	
0.47    	5.48    	0.23    	297.39  	-2.88   	3.01    	0.51    	2.70    	-       	
0.51    	4.84    	0.23    	327.56  	-2.88   	3.01    	0.51    	2.68    	-       	
0.57    	5.10    	0.23    	306.20  	-2.88   	3.01    	0.51    	2.68    	-       	
0.60    	0.00    	0.00    	0.00    	-2.88   	3.01    	0.51    	2.66    	-       	
0.63    	0.00    	0.00    	0.00    	-2.88   	3.01    	0.51    	2.65    	-       	
0.66    	0.00    	0.00    	0.00    	-2.88   	3.00    	0.51    	2.65    	-       	
0.68    	0.00    	0.00    	0.00    	-2.88   	3.00    	0.51    	2.66    	-       	
0.73    	1.77    	0.27    	346.86  	-2.88   	3.00    	0.51    	2.66    	-       	
0.80    	0.46    	0.27    	163.04  	-2.88   	3.00    	0.51    	2.67    	-       	
0.82    	0.00    	0.00    	0.00    	-2.88   	3.00    	0.51    	2.65    	-       	
0.85    	0.00    	0.00    	0.00    	-2.88   	3.01    	0.51    	2.63    	-       	
0.87    	0.00    	0.00    	0.00    	-2.88   	3.01    	0.51    	2.70    	-       	
0.90    	-16.01  	6.75    	49.73   	-2.88   	3.01    	0.51    	2.70    	-       	
0.92    	-15.93  	6.34    	49.75   	-2.88   	3.01    	0.51    	2.73    	gaze started: billboard_image_1	
0.95    	-16.14  	6.23    	49.69   	-2.88   	3.01    	0.51    	2.66    	-       	
0.98    	-16.96  	6.09    	49.47   	-2.88   	3.01    	0.51    	2.68    	-       	
1.00    	-16.96  	6.05    	49.47   	-2.88   	3.01    	0.51    	2.69    	-       	
1.03    	-17.01  	6.04    	49.46   	-2.88   	3.01    	0.51    	2.69    	-       	
1.07    	-16.98  	6.04    	49.47   	-2.88   	3.01    	0.51    	2.70    	-       	
1.09    	-17.02  	6.07    	49.46   	-2.88   	3.01    	0.51    	2.71    	-       	
1.12    	-16.95  	6.03    	49.48   	-2.88   	3.01    	0.51    	2.70    	-       	
1.14    	-16.96  	5.97    	49.47   	-2.88   	3.00    	0.51    	2.70    	-       	
1.17    	-16.81  	5.98    	49.52   	-2.88   	3.00    	0.51    	2.70    	-       	
1.19    	-16.79  	5.92    	49.52   	-2.88   	3.00    	0.51    	2.70    	gaze fixated: billboard_image_1	
1.22    	-16.83  	6.04    	49.51   	-2.88   	3.00    	0.51    	2.70    	-       	
1.25    	-16.76  	6.03    	49.53   	-2.88   	3.00    	0.51    	2.71    	-       	
1.27    	-13.85  	6.73    	50.31   	-2.88   	3.01    	0.51    	2.74    	-       	
1.30    	-12.88  	6.86    	50.57   	-2.88   	3.01    	0.51    	2.77    	-       	
1.32    	-13.08  	6.88    	50.51   	-2.88   	3.01    	0.51    	2.77    	-       	
1.35    	-13.16  	6.74    	50.49   	-2.88   	3.01    	0.51    	2.76    	-       	
1.38    	-13.37  	6.48    	50.44   	-2.88   	3.01    	0.51    	2.76    	-       	
1.40    	-13.32  	6.40    	50.45   	-2.88   	3.01    	0.51    	2.76    	-       	
1.43    	-13.31  	6.31    	50.45   	-2.88   	3.00    	0.51    	2.77    	-       	
1.46    	-13.28  	6.24    	50.46   	-2.88   	3.00    	0.51    	2.78    	-       	
1.48    	-13.30  	6.20    	50.45   	-2.88   	3.01    	0.51    	2.79    	-       	
1.51    	-13.11  	6.41    	50.51   	-2.88   	3.01    	0.51    	2.80    	-       	
1.54    	-12.88  	6.55    	50.57   	-2.88   	3.01    	0.51    	2.82    	-       	
1.57    	-13.11  	6.41    	50.51   	-2.88   	3.01    	0.51    	2.83    	-       	
1.60    	-13.29  	6.20    	50.46   	-2.88   	3.01    	0.51    	2.88    	-       	
1.63    	-12.67  	6.12    	50.62   	-2.88   	3.01    	0.51    	2.87    	-       	
1.68    	0.08    	0.27    	-2.09   	-2.88   	3.01    	0.51    	0.00    	-       	
1.72    	0.08    	0.27    	-2.09   	-2.88   	3.01    	0.51    	0.00    	gaze ended: billboard_image_1	
1.78    	0.08    	0.27    	-2.08   	-2.88   	3.01    	0.51    	0.00    	-       	
1.83    	-5.02   	0.28    	23.39   	-2.88   	3.01    	0.51    	2.61    	-       	
1.88    	-4.56   	0.28    	20.63   	-2.88   	3.01    	0.51    	2.89    	-       	
1.92    	-4.64   	0.28    	23.13   	-2.88   	3.01    	0.51    	2.98    	-       	
1.97    	-4.85   	0.28    	22.19   	-2.88   	3.01    	0.51    	3.01    	-       	
2.02    	-4.52   	0.28    	21.54   	-2.88   	3.01    	0.51    	3.03    	-       	
2.07    	-4.78   	0.28    	21.63   	-2.88   	3.01    	0.51    	3.01    	-       	
2.12    	-4.66   	0.28    	20.42   	-2.88   	3.01    	0.51    	3.03    	-       	
2.17    	-4.24   	0.28    	20.24   	-2.88   	3.01    	0.51    	3.02    	-       	
2.22    	-4.54   	0.28    	20.71   	-2.88   	3.01    	0.51    	2.97    	-       	
2.27    	-4.48   	0.28    	20.45   	-2.88   	3.01    	0.51    	2.97    	-       	
2.32    	-4.76   	0.28    	21.14   	-2.88   	3.01    	0.51    	2.93    	-       	
2.38    	-4.41   	0.28    	19.89   	-2.88   	3.01    	0.51    	2.90    	-       	
2.43    	-4.61   	0.28    	21.04   	-2.88   	3.01    	0.51    	2.89    	-       	
2.48    	-4.84   	0.28    	21.96   	-2.88   	3.01    	0.51    	2.91    	-       	
2.50    	0.00    	0.00    	0.00    	-2.88   	3.01    	0.51    	2.95    	-       	
2.53    	-13.55  	5.45    	50.39   	-2.88   	3.01    	0.51    	2.99    	-       	
2.56    	-13.71  	4.93    	50.35   	-2.88   	3.01    	0.51    	2.98    	gaze started: billboard_image_1	
2.59    	-13.72  	5.29    	50.34   	-2.88   	3.01    	0.51    	3.02    	-       	
2.62    	-13.90  	4.87    	50.29   	-2.88   	3.01    	0.51    	3.00    	-       	
2.65    	-13.84  	4.92    	50.31   	-2.88   	3.01    	0.51    	3.01    	-       	
2.67    	-13.84  	4.89    	50.31   	-2.88   	3.01    	0.51    	3.01    	-       	
2.70    	-13.27  	5.18    	50.46   	-2.88   	3.01    	0.51    	3.03    	-       	
2.73    	-13.22  	5.33    	50.48   	-2.88   	3.01    	0.52    	3.04    	-       	
2.75    	-13.38  	5.41    	50.43   	-2.88   	3.01    	0.53    	3.06    	-       	
2.79    	-14.27  	5.18    	50.20   	-2.88   	3.01    	0.54    	3.08    	-       	
2.81    	-14.27  	5.25    	50.20   	-2.88   	3.01    	0.56    	3.10    	gaze fixated: billboard_image_1	
2.84    	-14.02  	5.20    	50.26   	-2.88   	3.01    	0.58    	3.15    	-       	
2.88    	-13.93  	5.12    	50.29   	-2.88   	3.01    	0.60    	3.18    	-       	
2.90    	-14.11  	5.12    	50.24   	-2.88   	3.01    	0.63    	3.19    	-       	
2.93    	-14.12  	5.06    	50.24   	-2.88   	3.01    	0.66    	3.22    	-       	
2.97    	-13.92  	5.04    	50.29   	-2.88   	3.01    	0.69    	3.24    	-       	
2.99    	-13.83  	5.05    	50.31   	-2.88   	3.01    	0.73    	3.25    	-       	
3.02    	-13.75  	5.00    	50.33   	-2.88   	3.01    	0.77    	3.26    	-       	
3.06    	-13.55  	6.21    	50.39   	-2.88   	3.01    	0.81    	3.32    	-       	
3.08    	-13.67  	6.05    	50.36   	-2.88   	3.01    	0.87    	3.33    	-       	
3.11    	-13.48  	6.10    	50.41   	-2.88   	3.01    	0.91    	3.34    	-       	
3.14    	-13.70  	6.05    	50.35   	-2.88   	3.01    	0.96    	3.34    	-       	
