,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,burger,burger_emo,0.0,0.0,0.0,0,0
1,2,tech_addiction,tech_addiction_neu,0.0,0.0,0.0,0,0
2,3,text_driving,text_driving_emo,0.0,0.0,0.0,0,0
3,4,education_donation,education_donation_neu,0.0,0.0,0.0,0,0
4,5,vaping,vaping_neu,0.0,0.0,0.0,0,0
5,6,drugged_driving,drugged_driving_neu,0.0,0.0,0.0,0,0
6,7,diabetes,diabetes_neu,0.0,0.0,0.0,0,0
7,8,marijuana,marijuana_emo,0.0,0.0,0.0,0,0
8,9,wash_hands,wash_hands_emo,0.0,0.0,0.0,0,0
9,10,binge_drinking,binge_drinking_emo,0.0,0.0,0.0,0,0
10,11,vaccination,vaccination_neu,0.0,0.0,0.0,0,0
11,12,buckle_up,buckle_up_neu,0.0,0.0,0.0,0,0
12,13,smoking,smoking_emo,0.0,0.0,0.0,0,0
13,14,healthy_diet,healthy_diet_emo,14.0,1.0,0.6800000000000068,0,0
14,15,coffee,coffee_neu,0.0,0.0,0.0,0,0
15,16,HIV,HIV_emo,0.0,0.0,0.0,0,0
16,17,furniture,furniture_neu,0.0,0.0,0.0,0,0
17,18,sun_protection,sun_protection_emo,18.0,1.0,0.9000000000000057,1,1
18,19,hotel,hotel_neu,0.0,0.0,0.0,0,0
19,20,brunch,brunch_emo,20.0,1.0,0.6500000000000341,1,1
