,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,HIV,HIV_emo,1.0,1.0,1.21,0,0
1,2,drugged_driving,drugged_driving_emo,2.0,1.0,0.7099999999999973,1,1
2,3,sun_protection,sun_protection_emo,3.0,4.0,4.500000000000004,1,1
3,4,education_donation,education_donation_emo,4.0,2.0,1.0300000000000011,0,0
4,5,buckle_up,buckle_up_emo,5.0,2.0,4.1000000000000085,0,0
5,6,diabetes,diabetes_neu,0.0,0.0,0.0,0,1
6,7,tech_addiction,tech_addiction_neu,7.0,3.0,2.0900000000000176,0,0
7,8,wash_hands,wash_hands_neu,0.0,0.0,0.0,0,0
8,9,coffee,coffee_neu,9.0,2.0,1.1400000000000148,0,0
9,10,furniture,furniture_emo,0.0,0.0,0.0,0,0
10,11,vaccination,vaccination_emo,11.0,1.0,0.2999999999999829,0,0
11,12,binge_drinking,binge_drinking_neu,0.0,0.0,0.0,0,0
12,13,healthy_diet,healthy_diet_neu,0.0,0.0,0.0,0,1
13,14,burger,burger_neu,0.0,0.0,0.0,0,0
14,15,hotel,hotel_neu,0.0,0.0,0.0,0,0
15,16,brunch,brunch_emo,0.0,0.0,0.0,0,0
16,17,smoking,smoking_emo,0.0,0.0,0.0,0,1
17,18,text_driving,text_driving_emo,0.0,0.0,0.0,0,1
18,19,marijuana,marijuana_neu,0.0,0.0,0.0,0,0
19,20,vaping,vaping_neu,0.0,0.0,0.0,0,0
