,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,diabetes,diabetes_emo,0.0,0.0,0.0,0,0
1,2,smoking,smoking_emo,2.0,3.0,3.6000000000000014,0,0
2,3,coffee,coffee_emo,3.0,4.0,3.010000000000005,0,0
3,4,hotel,hotel_emo,4.0,5.0,3.1099999999999994,0,0
4,5,drugged_driving,drugged_driving_neu,5.0,2.0,1.0400000000000065,0,0
5,6,education_donation,education_donation_emo,6.0,4.0,3.8100000000000014,0,0
6,7,vaping,vaping_emo,7.0,2.0,3.8100000000000014,0,0
7,8,healthy_diet,healthy_diet_neu,8.0,2.0,3.069999999999993,0,0
8,9,binge_drinking,binge_drinking_neu,9.0,4.0,2.8100000000000023,1,1
9,10,sun_protection,sun_protection_emo,10.0,2.0,2.6999999999999886,0,1
10,11,brunch,brunch_neu,11.0,3.0,3.549999999999983,0,1
11,12,tech_addiction,tech_addiction_emo,12.0,2.0,1.6099999999999852,0,1
12,13,vaccination,vaccination_neu,13.0,4.0,1.8900000000000148,0,1
13,14,burger,burger_neu,14.0,2.0,1.339999999999975,1,1
14,15,HIV,HIV_emo,15.0,3.0,4.279999999999973,0,0
15,16,furniture,furniture_neu,16.0,3.0,2.3799999999999955,0,1
16,17,marijuana,marijuana_neu,17.0,3.0,2.5,1,1
17,18,text_driving,text_driving_emo,18.0,3.0,2.329999999999984,1,1
18,19,buckle_up,buckle_up_neu,19.0,2.0,1.2100000000000364,0,1
19,20,wash_hands,wash_hands_neu,0.0,0.0,0.0,0,1
