,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,burger,burger_emo,1.0,1.0,0.61,0,1
1,2,drugged_driving,drugged_driving_neu,2.0,1.0,0.7300000000000004,1,1
2,3,marijuana,marijuana_neu,3.0,2.0,1.4100000000000037,1,0
3,4,sun_protection,sun_protection_emo,4.0,2.0,1.1899999999999975,0,1
4,5,vaping,vaping_neu,5.0,1.0,0.3800000000000096,0,1
5,6,furniture,furniture_emo,6.0,1.0,1.6200000000000043,0,0
6,7,brunch,brunch_neu,7.0,2.0,1.1799999999999926,1,1
7,8,healthy_diet,healthy_diet_emo,8.0,2.0,2.490000000000009,1,1
8,9,buckle_up,buckle_up_emo,0.0,0.0,0.0,0,1
9,10,text_driving,text_driving_emo,10.0,2.0,1.5900000000000318,0,1
10,11,diabetes,diabetes_neu,0.0,0.0,0.0,0,1
11,12,tech_addiction,tech_addiction_emo,12.0,3.0,1.8900000000000148,0,1
12,13,HIV,HIV_emo,13.0,3.0,1.9800000000000184,0,1
13,14,smoking,smoking_neu,14.0,2.0,1.1800000000000068,0,1
14,15,binge_drinking,binge_drinking_neu,15.0,1.0,0.7399999999999807,0,1
15,16,wash_hands,wash_hands_neu,16.0,1.0,0.799999999999983,0,1
16,17,vaccination,vaccination_emo,17.0,2.0,1.0600000000000025,0,0
17,18,education_donation,education_donation_neu,18.0,2.0,1.8100000000000025,0,0
18,19,hotel,hotel_neu,19.0,2.0,2.0299999999999727,1,1
19,20,coffee,coffee_emo,20.0,1.0,2.339999999999975,1,1
