,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,smoking,smoking_neu,1.0,5.0,3.24,0,0
1,2,drugged_driving,drugged_driving_emo,2.0,1.0,0.7699999999999996,1,1
2,3,healthy_diet,healthy_diet_emo,3.0,2.0,1.4500000000000028,0,0
3,4,marijuana,marijuana_emo,4.0,3.0,1.480000000000004,0,1
4,5,furniture,furniture_emo,5.0,2.0,2.780000000000001,1,1
5,6,wash_hands,wash_hands_emo,0.0,0.0,0.0,0,1
6,7,text_driving,text_driving_emo,7.0,6.0,2.789999999999992,0,1
7,8,burger,burger_emo,8.0,2.0,2.319999999999993,0,1
8,9,tech_addiction,tech_addiction_neu,9.0,2.0,1.4200000000000017,0,1
9,10,vaccination,vaccination_neu,10.0,4.0,1.7499999999999716,0,0
10,11,sun_protection,sun_protection_emo,11.0,1.0,0.3400000000000034,0,1
11,12,vaping,vaping_neu,12.0,2.0,1.7700000000000102,0,1
12,13,hotel,hotel_neu,13.0,3.0,3.0200000000000387,1,1
13,14,coffee,coffee_emo,14.0,1.0,0.289999999999992,0,1
14,15,binge_drinking,binge_drinking_neu,15.0,3.0,1.75,0,0
15,16,HIV,HIV_neu,16.0,2.0,1.2199999999999989,1,1
16,17,buckle_up,buckle_up_emo,17.0,2.0,1.7099999999999795,1,1
17,18,diabetes,diabetes_neu,0.0,0.0,0.0,0,1
18,19,education_donation,education_donation_neu,19.0,1.0,0.5999999999999943,0,0
19,20,brunch,brunch_neu,20.0,1.0,0.3999999999999772,0,1
