,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,marijuana,marijuana_emo,1.0,5.0,7.199999999999999,1,1
1,2,sun_protection,sun_protection_neu,2.0,3.0,1.7000000000000028,0,0
2,3,binge_drinking,binge_drinking_neu,3.0,1.0,3.25,0,0
3,4,vaccination,vaccination_emo,4.0,1.0,0.3599999999999994,0,1
4,5,healthy_diet,healthy_diet_neu,5.0,3.0,4.890000000000001,0,0
5,6,tech_addiction,tech_addiction_neu,6.0,3.0,1.239999999999981,0,0
6,7,diabetes,diabetes_emo,7.0,3.0,2.700000000000003,0,1
7,8,hotel,hotel_neu,8.0,2.0,2.4499999999999886,0,1
8,9,buckle_up,buckle_up_emo,9.0,4.0,2.8500000000000227,0,1
9,10,HIV,HIV_neu,10.0,4.0,3.860000000000042,1,1
10,11,wash_hands,wash_hands_emo,11.0,2.0,1.1100000000000136,1,1
11,12,furniture,furniture_neu,12.0,1.0,2.6299999999999955,0,1
12,13,smoking,smoking_emo,13.0,5.0,3.5299999999999443,1,1
13,14,text_driving,text_driving_emo,14.0,4.0,3.1500000000000057,0,1
14,15,drugged_driving,drugged_driving_neu,15.0,3.0,1.759999999999991,1,1
15,16,brunch,brunch_emo,16.0,3.0,2.630000000000024,0,1
16,17,coffee,coffee_neu,17.0,2.0,3.289999999999992,0,0
17,18,vaping,vaping_emo,18.0,4.0,2.999999999999972,1,1
18,19,education_donation,education_donation_emo,19.0,4.0,4.069999999999936,0,1
19,20,burger,burger_neu,0.0,0.0,0.0,1,1
