,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,vaping,vaping_emo,0.0,0.0,0.0,0,0
1,2,burger,burger_neu,2.0,5.0,3.9999999999999982,0,1
2,3,drugged_driving,drugged_driving_neu,3.0,3.0,1.460000000000008,1,1
3,4,HIV,HIV_emo,4.0,3.0,3.3299999999999983,0,0
4,5,text_driving,text_driving_neu,5.0,2.0,2.479999999999997,0,1
5,6,buckle_up,buckle_up_neu,6.0,3.0,1.5300000000000151,0,1
6,7,tech_addiction,tech_addiction_neu,7.0,3.0,2.9399999999999977,0,1
7,8,vaccination,vaccination_neu,8.0,2.0,4.260000000000005,1,1
8,9,coffee,coffee_emo,9.0,3.0,2.8700000000000188,0,1
9,10,healthy_diet,healthy_diet_emo,10.0,4.0,2.039999999999964,0,0
10,11,hotel,hotel_neu,11.0,4.0,1.420000000000016,0,0
11,12,diabetes,diabetes_neu,12.0,1.0,1.6999999999999886,0,0
12,13,smoking,smoking_neu,13.0,3.0,2.849999999999966,0,1
13,14,marijuana,marijuana_emo,14.0,3.0,2.8500000000000227,0,1
14,15,binge_drinking,binge_drinking_emo,15.0,3.0,4.640000000000015,1,1
15,16,brunch,brunch_emo,16.0,3.0,2.410000000000025,0,1
16,17,education_donation,education_donation_emo,17.0,5.0,3.719999999999999,0,0
17,18,sun_protection,sun_protection_emo,18.0,2.0,1.9199999999999875,0,0
18,19,wash_hands,wash_hands_emo,19.0,4.0,4.22999999999999,0,1
19,20,furniture,furniture_neu,20.0,2.0,1.4099999999999682,0,0
