,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,marijuana,marijuana_neu,1.0,1.0,4.21,1,1
1,2,buckle_up,buckle_up_neu,2.0,5.0,5.110000000000001,1,1
2,3,vaping,vaping_emo,3.0,3.0,5.52,0,1
3,4,education_donation,education_donation_emo,4.0,2.0,5.360000000000007,0,0
4,5,hotel,hotel_emo,5.0,3.0,5.909999999999997,0,1
5,6,smoking,smoking_neu,6.0,1.0,0.519999999999996,1,1
6,7,sun_protection,sun_protection_neu,0.0,0.0,0.0,0,1
7,8,binge_drinking,binge_drinking_emo,8.0,5.0,2.260000000000005,0,0
8,9,vaccination,vaccination_neu,9.0,9.0,7.929999999999993,0,1
9,10,coffee,coffee_emo,10.0,2.0,5.84999999999998,1,1
10,11,furniture,furniture_neu,11.0,3.0,3.7299999999999898,0,0
11,12,drugged_driving,drugged_driving_emo,12.0,7.0,6.109999999999985,0,1
12,13,text_driving,text_driving_emo,13.0,5.0,5.78000000000003,1,1
13,14,brunch,brunch_neu,14.0,3.0,3.3300000000000125,1,1
14,15,healthy_diet,healthy_diet_neu,15.0,4.0,6.310000000000002,0,1
15,16,tech_addiction,tech_addiction_neu,16.0,4.0,6.0,0,0
16,17,HIV,HIV_emo,17.0,2.0,2.829999999999956,0,1
17,18,diabetes,diabetes_emo,18.0,8.0,6.319999999999965,1,1
18,19,wash_hands,wash_hands_emo,19.0,4.0,5.379999999999967,0,0
19,20,burger,burger_neu,20.0,7.0,3.599999999999909,0,0
