,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,smoking,smoking_neu,1.0,2.0,0.9500000000000002,0,0
1,2,education_donation,education_donation_neu,0.0,0.0,0.0,0,0
2,3,brunch,brunch_emo,0.0,0.0,0.0,0,1
3,4,wash_hands,wash_hands_emo,0.0,0.0,0.0,0,1
4,5,hotel,hotel_neu,0.0,0.0,0.0,0,1
5,6,HIV,HIV_neu,0.0,0.0,0.0,0,1
6,7,healthy_diet,healthy_diet_neu,0.0,0.0,0.0,0,0
7,8,tech_addiction,tech_addiction_neu,0.0,0.0,0.0,0,1
8,9,vaping,vaping_emo,0.0,0.0,0.0,1,1
9,10,text_driving,text_driving_neu,0.0,0.0,0.0,0,1
10,11,marijuana,marijuana_neu,11.0,1.0,0.4200000000000159,1,1
11,12,vaccination,vaccination_neu,0.0,0.0,0.0,0,0
12,13,buckle_up,buckle_up_neu,0.0,0.0,0.0,1,1
13,14,sun_protection,sun_protection_emo,0.0,0.0,0.0,0,1
14,15,diabetes,diabetes_emo,0.0,0.0,0.0,0,1
15,16,binge_drinking,binge_drinking_emo,0.0,0.0,0.0,0,1
16,17,coffee,coffee_emo,0.0,0.0,0.0,0,1
17,18,furniture,furniture_emo,18.0,1.0,0.8799999999999955,1,1
18,19,drugged_driving,drugged_driving_emo,0.0,0.0,0.0,0,1
19,20,burger,burger_emo,0.0,0.0,0.0,0,1
