,position_index,billboard_image_at_position_text,billboard_image_at_position_text_emotion,fix_bill,billboard#_fixated_count,billboard#_duration,recall,recognition
0,1,marijuana,marijuana_neu,1,3,4.16,0,1
1,2,tech_addiction,tech_addiction_neu,2,5,4.330000000000002,0,1
2,3,education_donation,education_donation_neu,3,2,5.219999999999995,0,0
3,4,drugged_driving,drugged_driving_neu,4,3,2.3499999999999943,0,1
4,5,HIV,HIV_emo,5,6,5.210000000000015,0,1
5,6,hotel,hotel_neu,6,4,2.5799999999999983,0,1
6,7,wash_hands,wash_hands_neu,7,3,2.6500000000000057,0,1
7,8,healthy_diet,healthy_diet_neu,8,2,3.4199999999999875,0,1
8,9,diabetes,diabetes_emo,9,5,4.089999999999989,1,1
9,10,burger,burger_emo,10,3,5.4900000000000375,1,1
10,11,vaping,vaping_neu,11,3,4.710000000000036,1,1
11,12,furniture,furniture_neu,12,3,4.100000000000023,0,0
12,13,buckle_up,buckle_up_neu,13,1,3.8899999999999855,1,1
13,14,text_driving,text_driving_emo,14,2,3.1899999999999977,1,1
14,15,brunch,brunch_emo,15,4,4.599999999999994,1,1
15,16,smoking,smoking_emo,16,2,4.440000000000026,1,1
16,17,sun_protection,sun_protection_emo,17,3,1.840000000000032,0,1
17,18,binge_drinking,binge_drinking_emo,18,6,4.569999999999993,0,1
18,19,vaccination,vaccination_emo,19,3,2.6500000000000057,1,1
19,20,coffee,coffee_emo,20,4,4.670000000000016,0,0
