seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.08    	-4.59   	0.28    	22.89   	-2.85   	3.03    	0.48    	3.58    	-       	
0.22    	-4.65   	0.28    	23.63   	-2.85   	3.03    	0.48    	3.66    	-       	
0.27    	-4.67   	0.28    	23.73   	-2.85   	3.03    	0.48    	3.67    	-       	
0.32    	-1.80   	0.27    	118.37  	-2.85   	3.03    	0.48    	3.70    	-       	
0.37    	2.33    	0.27    	145.56  	-2.85   	3.03    	0.48    	3.62    	-       	
0.44    	0.30    	0.27    	159.58  	-2.85   	3.03    	0.48    	3.62    	-       	
0.49    	-0.22   	0.27    	153.82  	-2.85   	3.03    	0.48    	3.59    	-       	
0.55    	0.46    	0.27    	135.89  	-2.85   	3.03    	0.48    	3.54    	-       	
0.60    	0.36    	0.27    	146.29  	-2.85   	3.03    	0.48    	3.53    	-       	
0.68    	0.10    	0.28    	217.14  	-2.85   	3.03    	0.48    	3.54    	-       	
0.73    	-2.99   	0.27    	314.77  	-2.85   	3.03    	0.48    	3.54    	-       	
0.79    	-4.08   	0.27    	329.00  	-2.85   	3.03    	0.48    	3.54    	-       	
0.84    	-5.42   	0.27    	335.59  	-2.85   	3.03    	0.48    	3.58    	-       	
0.89    	-4.87   	0.27    	319.26  	-2.84   	3.03    	0.48    	3.58    	-       	
0.91    	0.00    	0.00    	0.00    	-2.84   	3.03    	0.48    	3.61    	-       	
0.95    	-12.83  	5.85    	50.58   	-2.84   	3.03    	0.48    	3.63    	-       	
0.97    	-14.14  	5.42    	50.23   	-2.84   	3.03    	0.48    	3.68    	gaze started: billboard_image_1	
1.00    	-13.88  	5.60    	50.30   	-2.84   	3.03    	0.48    	3.68    	-       	
1.02    	-13.97  	5.49    	50.28   	-2.84   	3.03    	0.48    	3.68    	-       	
1.05    	-14.12  	5.45    	50.24   	-2.85   	3.03    	0.48    	3.69    	-       	
1.07    	-14.13  	5.35    	50.23   	-2.85   	3.03    	0.48    	3.70    	-       	
1.10    	-14.11  	5.37    	50.24   	-2.85   	3.03    	0.48    	3.73    	-       	
1.13    	-14.06  	5.37    	50.25   	-2.85   	3.03    	0.48    	3.73    	-       	
1.15    	-14.07  	5.37    	50.25   	-2.85   	3.03    	0.48    	3.74    	-       	
1.18    	-14.04  	5.41    	50.26   	-2.85   	3.03    	0.48    	3.76    	-       	
1.20    	-14.02  	5.41    	50.26   	-2.85   	3.03    	0.48    	3.76    	-       	
1.23    	-14.01  	5.46    	50.26   	-2.85   	3.03    	0.48    	3.78    	gaze fixated: billboard_image_1	
1.26    	-14.05  	5.48    	50.26   	-2.85   	3.03    	0.48    	3.78    	-       	
1.28    	-14.04  	5.45    	50.26   	-2.85   	3.03    	0.48    	3.78    	-       	
1.30    	-14.11  	5.48    	50.24   	-2.85   	3.03    	0.48    	3.78    	-       	
1.34    	-14.15  	5.50    	50.23   	-2.85   	3.03    	0.48    	3.76    	-       	
1.36    	-14.60  	5.34    	50.11   	-2.85   	3.03    	0.48    	3.73    	-       	
1.38    	-16.79  	5.53    	49.52   	-2.85   	3.03    	0.48    	3.76    	-       	
1.41    	-17.15  	5.45    	49.42   	-2.85   	3.03    	0.48    	3.77    	-       	
1.44    	-17.38  	5.39    	49.36   	-2.85   	3.03    	0.48    	3.77    	-       	
1.46    	-17.48  	5.44    	49.34   	-2.85   	3.03    	0.48    	3.76    	-       	
1.49    	-17.70  	5.73    	49.28   	-2.85   	3.03    	0.48    	3.76    	-       	
1.51    	-17.77  	6.10    	49.26   	-2.85   	3.03    	0.48    	3.76    	-       	
1.54    	-17.11  	5.59    	49.43   	-2.85   	3.03    	0.48    	3.74    	-       	
1.57    	-16.94  	5.39    	49.48   	-2.85   	3.03    	0.48    	3.80    	-       	
1.59    	-17.15  	5.75    	49.43   	-2.85   	3.03    	0.48    	3.74    	-       	
1.62    	-16.81  	5.81    	49.52   	-2.85   	3.03    	0.48    	3.78    	-       	
1.65    	-16.26  	6.16    	49.66   	-2.85   	3.03    	0.48    	3.81    	-       	
1.67    	-16.18  	5.74    	49.68   	-2.85   	3.03    	0.47    	3.72    	-       	
1.69    	-16.23  	5.32    	49.67   	-2.85   	3.03    	0.47    	3.77    	-       	
1.72    	-16.12  	5.73    	49.70   	-2.85   	3.03    	0.47    	3.77    	-       	
1.75    	-16.12  	5.15    	49.70   	-2.85   	3.03    	0.47    	3.79    	-       	
1.77    	-16.11  	4.66    	49.70   	-2.86   	3.03    	0.47    	3.78    	-       	
1.80    	-16.23  	4.58    	49.67   	-2.86   	3.03    	0.47    	3.79    	-       	
1.83    	-16.00  	4.38    	50.36   	-2.86   	3.03    	0.48    	3.72    	-       	
1.85    	-15.91  	4.06    	50.28   	-2.86   	3.02    	0.48    	3.74    	gaze ended: billboard_image_1	
1.88    	-15.42  	4.73    	49.89   	-2.86   	3.02    	0.48    	3.70    	-       	
1.91    	-16.36  	5.52    	49.63   	-2.86   	3.02    	0.48    	3.79    	gaze started: billboard_image_1	
1.93    	-16.55  	6.11    	49.58   	-2.86   	3.03    	0.48    	3.72    	-       	
1.96    	-17.09  	6.33    	49.44   	-2.86   	3.03    	0.48    	3.75    	-       	
1.98    	-17.03  	6.73    	49.46   	-2.86   	3.03    	0.48    	3.67    	-       	
2.01    	-16.24  	6.36    	49.67   	-2.87   	3.03    	0.48    	3.59    	-       	
2.03    	-15.49  	6.35    	49.87   	-2.87   	3.03    	0.48    	3.67    	-       	
2.06    	-16.08  	6.14    	49.71   	-2.87   	3.03    	0.48    	3.60    	-       	
2.08    	-16.39  	4.90    	49.63   	-2.87   	3.03    	0.48    	3.66    	-       	
2.11    	-17.37  	4.69    	49.36   	-2.87   	3.03    	0.48    	3.67    	-       	
2.14    	-17.08  	4.57    	49.44   	-2.87   	3.03    	0.48    	3.69    	-       	
2.19    	-76.22  	0.26    	196.83  	-2.87   	3.02    	0.48    	3.74    	gaze fixated: billboard_image_1	
2.27    	-69.41  	0.20    	148.36  	-2.88   	3.02    	0.48    	3.78    	gaze ended: billboard_image_1	
2.38    	-27.93  	0.13    	48.16   	-2.88   	3.03    	0.48    	3.73    	-       	
2.42    	-44.51  	0.14    	27.23   	-2.90   	3.03    	0.47    	3.82    	-       	
2.48    	-36.15  	0.14    	20.99   	-2.90   	3.03    	0.47    	3.74    	-       	
2.53    	-33.11  	0.14    	18.98   	-2.91   	3.03    	0.47    	3.74    	-       	
2.58    	-37.25  	0.15    	23.34   	-2.92   	3.02    	0.46    	3.63    	-       	
2.61    	-38.28  	0.14    	24.11   	-2.92   	3.02    	0.45    	3.58    	-       	
2.65    	-58.68  	0.15    	12.92   	-2.93   	3.02    	0.44    	3.67    	-       	
2.69    	-57.43  	0.15    	11.58   	-2.94   	3.02    	0.44    	3.60    	-       	
2.72    	-50.33  	0.14    	9.46    	-2.94   	3.02    	0.43    	3.50    	-       	
2.76    	-49.86  	0.14    	11.77   	-2.94   	3.02    	0.42    	3.46    	-       	
2.79    	-45.34  	0.14    	11.12   	-2.94   	3.02    	0.42    	3.41    	-       	
2.82    	-49.24  	0.15    	-2.26   	-2.94   	3.03    	0.41    	3.47    	-       	
2.87    	-42.33  	0.14    	-6.99   	-2.94   	3.03    	0.41    	3.47    	-       	
2.90    	-39.25  	0.14    	-6.25   	-2.94   	3.03    	0.40    	3.36    	-       	
2.93    	-32.49  	0.16    	-4.86   	-2.94   	3.03    	0.39    	3.25    	-       	
2.96    	-35.80  	0.16    	-5.00   	-2.94   	3.03    	0.39    	3.20    	-       	
2.99    	-38.01  	0.15    	-5.04   	-2.94   	3.02    	0.38    	3.27    	-       	
3.03    	-42.21  	0.14    	-4.88   	-2.94   	3.02    	0.38    	3.21    	-       	
3.06    	-40.90  	0.14    	-3.95   	-2.94   	3.02    	0.38    	3.16    	-       	
3.09    	-36.46  	0.14    	-3.59   	-2.95   	3.02    	0.38    	3.17    	-       	
3.12    	-47.96  	0.15    	-3.53   	-2.95   	3.02    	0.38    	3.22    	-       	
3.15    	-41.85  	0.15    	-2.95   	-2.94   	3.02    	0.38    	3.18    	-       	
3.18    	-44.51  	0.15    	-2.75   	-2.94   	3.03    	0.38    	3.22    	-       	
3.22    	-51.30  	0.14    	-2.90   	-2.94   	3.03    	0.39    	3.19    	-       	
3.25    	-80.02  	0.15    	6.11    	-2.94   	3.03    	0.40    	3.27    	-       	
3.28    	0.30    	0.27    	2.75    	-2.94   	3.03    	0.41    	0.00    	-       	
3.32    	0.47    	0.27    	2.36    	-2.94   	3.03    	0.42    	0.00    	-       	
3.36    	0.75    	0.27    	1.84    	-2.93   	3.03    	0.43    	0.00    	-       	
3.39    	0.86    	0.27    	1.25    	-2.92   	3.03    	0.45    	0.00    	-       	
3.42    	-11.81  	5.71    	50.86   	-2.91   	3.03    	0.46    	3.51    	-       	
3.45    	0.00    	0.00    	0.00    	-2.89   	3.03    	0.47    	3.55    	gaze started: billboard_image_1	
3.48    	0.00    	0.00    	0.00    	-2.87   	3.03    	0.48    	3.58    	-       	
3.50    	0.00    	0.00    	0.00    	-2.86   	3.03    	0.49    	3.62    	-       	
3.55    	77.41   	0.11    	90.87   	-2.85   	3.03    	0.49    	3.68    	-       	
3.59    	-0.72   	0.27    	-2.43   	-2.83   	3.03    	0.49    	0.00    	-       	
3.64    	36.46   	0.10    	38.80   	-2.83   	3.03    	0.49    	3.83    	-       	
3.69    	40.66   	0.11    	45.97   	-2.82   	3.03    	0.48    	3.75    	-       	
3.74    	78.24   	0.11    	96.66   	-2.81   	3.03    	0.48    	3.78    	-       	
3.79    	48.56   	0.09    	24.85   	-2.80   	3.03    	0.47    	3.98    	-       	
3.83    	56.86   	0.10    	26.70   	-2.79   	3.02    	0.46    	4.10    	-       	
3.87    	43.56   	0.09    	19.40   	-2.79   	3.02    	0.46    	4.02    	-       	
3.91    	51.03   	0.10    	23.14   	-2.78   	3.02    	0.45    	3.95    	-       	
3.95    	62.16   	0.09    	31.97   	-2.78   	3.02    	0.45    	3.96    	-       	
3.99    	13.70   	0.13    	7.59    	-2.78   	3.02    	0.44    	3.87    	-       	
4.04    	13.20   	0.13    	8.08    	-2.78   	3.02    	0.44    	3.72    	-       	
4.08    	7.26    	0.20    	6.04    	-2.78   	3.02    	0.44    	3.70    	-       	
4.11    	2.16    	1.46    	3.50    	-2.78   	3.02    	0.44    	3.62    	-       	
4.15    	2.17    	1.44    	3.48    	-2.78   	3.02    	0.44    	3.65    	-       	
4.18    	2.10    	1.40    	3.53    	-2.78   	3.02    	0.45    	3.63    	-       	
4.22    	1.94    	1.12    	3.62    	-2.77   	3.01    	0.45    	3.59    	-       	
4.26    	1.92    	1.13    	3.63    	-2.77   	3.01    	0.45    	3.59    	-       	
