seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.03    	-12.88  	6.77    	50.57   	-2.69   	3.01    	9.89    	4.85    	gaze started: billboard_image_1	
0.18    	-16.88  	6.22    	49.50   	-2.69   	3.01    	9.90    	4.88    	-       	
0.20    	-16.78  	6.22    	49.52   	-2.69   	3.01    	9.92    	4.86    	-       	
0.23    	-16.82  	6.26    	49.51   	-2.69   	3.01    	9.93    	4.88    	-       	
0.27    	-16.89  	6.14    	49.49   	-2.69   	3.01    	9.93    	4.87    	-       	
0.29    	-16.90  	6.17    	49.49   	-2.69   	3.01    	9.94    	4.87    	gaze fixated: billboard_image_1	
0.32    	-16.86  	6.22    	49.50   	-2.69   	3.01    	9.94    	4.89    	-       	
0.36    	-16.91  	6.19    	49.49   	-2.69   	3.01    	9.95    	4.88    	-       	
0.38    	-16.87  	6.25    	49.50   	-2.69   	3.01    	9.95    	4.89    	-       	
0.41    	-16.83  	6.13    	49.51   	-2.69   	3.01    	9.96    	4.89    	-       	
0.43    	-15.97  	6.17    	49.74   	-2.69   	3.01    	9.96    	4.94    	-       	
0.46    	-15.93  	6.14    	49.75   	-2.69   	3.01    	9.97    	4.93    	-       	
0.48    	-15.88  	6.07    	49.77   	-2.69   	3.01    	9.97    	4.91    	-       	
0.51    	-15.81  	6.13    	49.78   	-2.69   	3.01    	9.98    	4.90    	-       	
0.53    	-15.83  	6.15    	49.78   	-2.69   	3.01    	9.98    	4.90    	-       	
0.56    	-15.83  	6.16    	49.78   	-2.69   	3.01    	9.99    	4.89    	-       	
0.59    	-15.83  	6.15    	49.78   	-2.69   	3.01    	9.99    	4.90    	-       	
0.61    	-15.88  	6.22    	49.77   	-2.69   	3.01    	10.00   	4.91    	-       	
0.64    	-15.90  	6.21    	49.76   	-2.69   	3.01    	10.00   	4.91    	-       	
0.67    	-15.91  	6.23    	49.76   	-2.69   	3.01    	10.00   	4.91    	-       	
0.69    	-15.85  	6.21    	49.77   	-2.69   	3.01    	10.01   	4.92    	-       	
0.72    	-15.87  	6.20    	49.77   	-2.69   	3.01    	10.01   	4.92    	-       	
0.74    	-15.88  	6.17    	49.76   	-2.69   	3.01    	10.02   	4.92    	-       	
0.77    	-15.87  	6.17    	49.77   	-2.69   	3.01    	10.02   	4.93    	-       	
0.79    	-15.80  	6.22    	49.78   	-2.69   	3.01    	10.03   	4.94    	-       	
0.82    	-15.71  	5.89    	49.81   	-2.69   	3.01    	10.03   	4.90    	-       	
0.85    	-15.74  	5.57    	49.80   	-2.68   	3.01    	10.03   	4.90    	-       	
0.87    	-15.80  	5.38    	49.78   	-2.68   	3.01    	10.04   	4.97    	-       	
0.90    	-15.64  	5.56    	49.83   	-2.68   	3.01    	10.04   	4.96    	-       	
0.92    	-15.63  	5.63    	49.83   	-2.68   	3.01    	10.05   	4.94    	-       	
0.95    	-15.81  	5.57    	49.78   	-2.68   	3.01    	10.05   	4.91    	-       	
0.98    	-16.17  	5.70    	49.69   	-2.68   	3.01    	10.06   	4.96    	-       	
1.00    	-16.17  	5.65    	49.69   	-2.68   	3.01    	10.06   	4.96    	-       	
1.03    	-17.95  	5.49    	49.21   	-2.68   	3.01    	10.07   	4.97    	-       	
1.06    	-17.78  	5.70    	49.25   	-2.68   	3.01    	10.07   	5.08    	-       	
1.08    	-18.16  	5.68    	49.15   	-2.68   	3.01    	10.07   	5.04    	-       	
1.10    	-18.27  	5.63    	49.12   	-2.68   	3.01    	10.08   	5.05    	-       	
1.13    	-18.27  	5.64    	49.12   	-2.68   	3.01    	10.08   	5.04    	-       	
1.16    	-18.25  	5.64    	49.13   	-2.68   	3.01    	10.09   	5.05    	-       	
