,subject,condition,position_index,billboard_image_at_position,billboard_emotionality,billboard#_fixated,billboard#_fixated_count,billboard#_duration,recall,recognition
2,sub018,free viewing,3,binge_drinking,low_emo,1,1.0,3.25,0,0
3,sub018,free viewing,4,vaccination,high_emo,1,1.0,0.3599999999999994,0,1
4,sub018,free viewing,5,healthy_diet,low_emo,1,3.0,4.890000000000001,0,0
5,sub018,free viewing,6,tech_addiction,low_emo,1,3.0,1.239999999999981,0,0
6,sub018,free viewing,7,diabetes,high_emo,1,3.0,2.700000000000003,0,1
7,sub018,free viewing,8,hotel,low_emo,1,2.0,2.4499999999999886,0,1
8,sub018,free viewing,9,buckle_up,high_emo,1,4.0,2.8500000000000227,0,1
9,sub018,free viewing,10,HIV,low_emo,1,4.0,3.860000000000042,1,1
10,sub018,free viewing,11,wash_hands,high_emo,1,2.0,1.1100000000000136,1,1
11,sub018,free viewing,12,furniture,low_emo,1,1.0,2.6299999999999955,0,1
12,sub018,free viewing,13,smoking,high_emo,1,5.0,3.5299999999999443,1,1
13,sub018,free viewing,14,text_driving,high_emo,1,4.0,3.1500000000000057,0,1
14,sub018,free viewing,15,drugged_driving,low_emo,1,3.0,1.759999999999991,1,1
15,sub018,free viewing,16,brunch,high_emo,1,3.0,2.630000000000024,0,1
16,sub018,free viewing,17,coffee,low_emo,1,2.0,3.289999999999992,0,0
17,sub018,free viewing,18,vaping,high_emo,1,4.0,2.999999999999972,1,1
18,sub018,free viewing,19,education_donation,high_emo,1,4.0,4.069999999999936,0,1
19,sub018,free viewing,20,burger,low_emo,0,0.0,0.0,1,1
0,sub019,free viewing,1,coffee,high_emo,1,2.0,1.83,0,0
1,sub019,free viewing,2,buckle_up,high_emo,1,2.0,1.9600000000000009,0,1
2,sub019,free viewing,3,sun_protection,high_emo,1,5.0,3.5700000000000145,0,1
3,sub019,free viewing,4,burger,low_emo,1,5.0,2.770000000000003,0,1
4,sub019,free viewing,5,diabetes,high_emo,1,1.0,2.710000000000008,1,1
5,sub019,free viewing,6,text_driving,low_emo,1,4.0,3.3299999999999983,0,1
6,sub019,free viewing,7,HIV,high_emo,1,1.0,4.3300000000000125,0,1
7,sub019,free viewing,8,marijuana,low_emo,1,2.0,4.490000000000009,1,1
8,sub019,free viewing,9,vaccination,high_emo,1,5.0,4.8300000000000125,0,1
9,sub019,free viewing,10,healthy_diet,low_emo,1,2.0,4.870000000000033,0,1
10,sub019,free viewing,11,vaping,high_emo,1,3.0,4.740000000000009,1,1
11,sub019,free viewing,12,hotel,low_emo,1,1.0,2.7099999999999795,1,1
12,sub019,free viewing,13,drugged_driving,high_emo,1,4.0,2.240000000000037,1,1
13,sub019,free viewing,14,wash_hands,low_emo,1,4.0,1.9199999999999875,0,1
14,sub019,free viewing,15,smoking,low_emo,1,3.0,2.8799999999999955,1,1
15,sub019,free viewing,16,tech_addiction,high_emo,1,3.0,2.999999999999943,0,1
16,sub019,free viewing,17,binge_drinking,low_emo,1,5.0,2.9699999999999704,1,1
17,sub019,free viewing,18,furniture,high_emo,1,1.0,4.509999999999991,1,1
18,sub019,free viewing,19,education_donation,low_emo,1,1.0,3.509999999999991,0,1
19,sub019,free viewing,20,brunch,low_emo,1,3.0,4.710000000000036,0,1
0,sub020,free viewing,1,coffee,low_emo,1,3.0,3.7,0,1
1,sub020,free viewing,2,buckle_up,low_emo,1,4.0,3.4899999999999967,1,1
2,sub020,free viewing,3,sun_protection,low_emo,1,7.0,6.659999999999997,0,0
3,sub020,free viewing,4,burger,high_emo,1,3.0,2.140000000000001,0,0
4,sub020,free viewing,5,diabetes,low_emo,1,6.0,5.220000000000013,0,0
5,sub020,free viewing,6,text_driving,high_emo,1,1.0,2.0900000000000034,0,1
6,sub020,free viewing,7,HIV,low_emo,1,6.0,5.6000000000000085,0,0
7,sub020,free viewing,8,marijuana,high_emo,1,3.0,3.8499999999999934,0,0
8,sub020,free viewing,9,vaccination,low_emo,1,6.0,3.8700000000000174,1,1
9,sub020,free viewing,10,healthy_diet,high_emo,1,6.0,4.670000000000002,1,1
10,sub020,free viewing,11,vaping,low_emo,1,7.0,5.289999999999992,0,1
11,sub020,free viewing,12,hotel,high_emo,1,4.0,3.539999999999964,0,0
12,sub020,free viewing,13,drugged_driving,low_emo,1,4.0,2.710000000000008,0,1
13,sub020,free viewing,14,wash_hands,high_emo,1,2.0,0.6200000000000045,0,1
14,sub020,free viewing,15,smoking,high_emo,1,4.0,3.639999999999958,0,0
15,sub020,free viewing,16,tech_addiction,low_emo,1,4.0,2.629999999999967,0,1
16,sub020,free viewing,17,binge_drinking,high_emo,1,4.0,4.609999999999985,0,1
17,sub020,free viewing,18,furniture,low_emo,1,3.0,2.670000000000016,0,0
18,sub020,free viewing,19,education_donation,high_emo,1,3.0,3.830000000000013,1,1
19,sub020,free viewing,20,brunch,high_emo,1,2.0,2.789999999999964,1,1
0,sub021,free viewing,1,smoking,high_emo,1,3.0,4.2,0,0
1,sub021,free viewing,2,sun_protection,low_emo,1,4.0,4.740000000000002,0,0
2,sub021,free viewing,3,vaping,high_emo,1,6.0,6.040000000000003,0,0
3,sub021,free viewing,4,coffee,low_emo,1,3.0,3.000000000000007,0,1
4,sub021,free viewing,5,wash_hands,low_emo,1,1.0,0.6600000000000037,0,1
5,sub021,free viewing,6,furniture,high_emo,1,1.0,4.010000000000005,0,0
6,sub021,free viewing,7,hotel,low_emo,1,1.0,3.5799999999999983,0,1
7,sub021,free viewing,8,marijuana,high_emo,1,1.0,5.560000000000002,1,1
8,sub021,free viewing,9,healthy_diet,high_emo,1,4.0,4.540000000000006,0,1
9,sub021,free viewing,10,tech_addiction,high_emo,1,3.0,2.490000000000009,0,1
10,sub021,free viewing,11,education_donation,high_emo,1,5.0,4.47999999999999,0,1
11,sub021,free viewing,12,brunch,low_emo,1,1.0,3.369999999999976,1,1
12,sub021,free viewing,13,buckle_up,low_emo,1,2.0,1.950000000000017,0,1
13,sub021,free viewing,14,HIV,low_emo,1,3.0,4.769999999999982,0,1
14,sub021,free viewing,15,diabetes,low_emo,0,0.0,0.0,0,0
15,sub021,free viewing,16,binge_drinking,high_emo,1,2.0,3.8400000000000034,0,1
16,sub021,free viewing,17,vaccination,high_emo,1,2.0,1.4199999999999875,0,1
17,sub021,free viewing,18,text_driving,low_emo,1,4.0,3.380000000000024,1,1
18,sub021,free viewing,19,drugged_driving,high_emo,1,3.0,2.7299999999999898,1,1
19,sub021,free viewing,20,burger,low_emo,1,1.0,1.9800000000000184,1,1
0,sub022,free viewing,1,smoking,low_emo,1,2.0,2.8200000000000003,0,1
1,sub022,free viewing,2,sun_protection,high_emo,1,4.0,3.9099999999999966,1,1
2,sub022,free viewing,3,vaping,low_emo,1,5.0,3.9700000000000015,1,1
3,sub022,free viewing,4,coffee,high_emo,1,4.0,2.25,1,1
4,sub022,free viewing,5,wash_hands,high_emo,1,2.0,1.3000000000000045,1,1
5,sub022,free viewing,6,furniture,low_emo,1,2.0,4.200000000000003,0,0
6,sub022,free viewing,7,hotel,high_emo,1,2.0,3.3799999999999955,0,0
7,sub022,free viewing,8,marijuana,low_emo,1,3.0,3.4799999999999898,0,1
8,sub022,free viewing,9,healthy_diet,low_emo,1,2.0,2.049999999999997,0,1
9,sub022,free viewing,10,tech_addiction,low_emo,1,4.0,2.1899999999999977,0,1
10,sub022,free viewing,11,education_donation,low_emo,1,4.0,3.109999999999957,0,0
11,sub022,free viewing,12,brunch,high_emo,1,5.0,3.5700000000000216,1,1
12,sub022,free viewing,13,buckle_up,high_emo,1,4.0,4.2400000000000375,1,1
13,sub022,free viewing,14,HIV,high_emo,1,3.0,4.3700000000000045,0,1
14,sub022,free viewing,15,diabetes,high_emo,1,2.0,1.5699999999999932,0,0
15,sub022,free viewing,16,binge_drinking,low_emo,1,3.0,2.230000000000018,0,0
16,sub022,free viewing,17,vaccination,low_emo,1,1.0,0.339999999999975,0,0
17,sub022,free viewing,18,text_driving,high_emo,1,3.0,1.1799999999999784,0,1
18,sub022,free viewing,19,drugged_driving,low_emo,1,3.0,1.9599999999999795,0,1
19,sub022,free viewing,20,burger,high_emo,1,2.0,2.1499999999999773,0,1
0,sub023,free viewing,1,smoking,low_emo,1,5.0,3.24,0,0
1,sub023,free viewing,2,drugged_driving,high_emo,1,1.0,0.7699999999999996,1,1
2,sub023,free viewing,3,healthy_diet,high_emo,1,2.0,1.4500000000000028,0,0
3,sub023,free viewing,4,marijuana,high_emo,1,3.0,1.480000000000004,0,1
4,sub023,free viewing,5,furniture,high_emo,1,2.0,2.780000000000001,1,1
5,sub023,free viewing,6,wash_hands,high_emo,0,0.0,0.0,0,1
6,sub023,free viewing,7,text_driving,high_emo,1,6.0,2.789999999999992,0,1
7,sub023,free viewing,8,burger,high_emo,1,2.0,2.319999999999993,0,1
8,sub023,free viewing,9,tech_addiction,low_emo,1,2.0,1.4200000000000017,0,1
9,sub023,free viewing,10,vaccination,low_emo,1,4.0,1.7499999999999716,0,0
10,sub023,free viewing,11,sun_protection,high_emo,1,1.0,0.3400000000000034,0,1
11,sub023,free viewing,12,vaping,low_emo,1,2.0,1.7700000000000102,0,1
12,sub023,free viewing,13,hotel,low_emo,1,3.0,3.0200000000000387,1,1
13,sub023,free viewing,14,coffee,high_emo,1,1.0,0.289999999999992,0,1
14,sub023,free viewing,15,binge_drinking,low_emo,1,3.0,1.75,0,0
15,sub023,free viewing,16,HIV,low_emo,1,2.0,1.2199999999999989,1,1
16,sub023,free viewing,17,buckle_up,high_emo,1,2.0,1.7099999999999795,1,1
17,sub023,free viewing,18,diabetes,low_emo,0,0.0,0.0,0,1
18,sub023,free viewing,19,education_donation,low_emo,1,1.0,0.5999999999999943,0,0
19,sub023,free viewing,20,brunch,low_emo,1,1.0,0.3999999999999772,0,1
0,sub024,free viewing,1,smoking,high_emo,1,3.0,4.49,1,1
1,sub024,free viewing,2,drugged_driving,low_emo,1,1.0,1.1700000000000017,1,0
2,sub024,free viewing,3,healthy_diet,low_emo,1,4.0,2.4000000000000057,0,0
3,sub024,free viewing,4,marijuana,low_emo,1,1.0,1.8500000000000008,1,1
4,sub024,free viewing,5,furniture,low_emo,1,1.0,0.6799999999999926,0,0
5,sub024,free viewing,6,wash_hands,low_emo,1,3.0,3.0600000000000023,0,1
6,sub024,free viewing,7,text_driving,low_emo,1,1.0,1.0200000000000102,0,1
7,sub024,free viewing,8,burger,low_emo,0,0.0,0.0,0,1
8,sub024,free viewing,9,tech_addiction,high_emo,1,1.0,2.700000000000003,0,1
9,sub024,free viewing,10,vaccination,high_emo,1,1.0,0.75,0,1
10,sub024,free viewing,11,sun_protection,low_emo,1,2.0,2.130000000000024,0,1
11,sub024,free viewing,12,vaping,high_emo,1,3.0,5.750000000000028,0,1
12,sub024,free viewing,13,hotel,high_emo,0,0.0,0.0,0,1
13,sub024,free viewing,14,coffee,low_emo,1,4.0,3.240000000000009,0,1
14,sub024,free viewing,15,binge_drinking,high_emo,1,1.0,1.3199999999999932,1,1
15,sub024,free viewing,16,HIV,high_emo,1,1.0,1.3499999999999943,0,1
16,sub024,free viewing,17,buckle_up,low_emo,1,2.0,1.7199999999999989,0,1
17,sub024,free viewing,18,diabetes,high_emo,1,1.0,1.6299999999999957,0,1
18,sub024,free viewing,19,education_donation,high_emo,1,1.0,4.27000000000001,0,1
19,sub024,free viewing,20,brunch,high_emo,1,2.0,2.2700000000000387,1,1
0,sub025,free viewing,1,marijuana,high_emo,0,0.0,0.0,0,0
1,sub025,free viewing,2,buckle_up,high_emo,1,2.0,5.629999999999999,0,1
2,sub025,free viewing,3,vaping,low_emo,1,5.0,5.150000000000002,1,1
3,sub025,free viewing,4,education_donation,low_emo,1,5.0,6.060000000000002,0,0
4,sub025,free viewing,5,hotel,low_emo,1,5.0,5.599999999999987,0,1
5,sub025,free viewing,6,smoking,high_emo,1,3.0,4.719999999999999,0,0
6,sub025,free viewing,7,sun_protection,high_emo,1,4.0,5.5800000000000125,1,1
7,sub025,free viewing,8,binge_drinking,low_emo,1,4.0,2.3500000000000085,0,0
8,sub025,free viewing,9,vaccination,high_emo,1,3.0,5.650000000000006,0,0
9,sub025,free viewing,10,coffee,low_emo,1,2.0,3.569999999999993,0,1
10,sub025,free viewing,11,furniture,high_emo,1,5.0,7.3799999999999955,0,0
11,sub025,free viewing,12,drugged_driving,low_emo,1,6.0,3.91999999999993,1,1
12,sub025,free viewing,13,text_driving,low_emo,1,4.0,4.930000000000007,0,0
13,sub025,free viewing,14,brunch,high_emo,1,5.0,4.960000000000008,1,1
14,sub025,free viewing,15,healthy_diet,high_emo,1,5.0,4.819999999999936,1,1
15,sub025,free viewing,16,tech_addiction,high_emo,1,2.0,3.0999999999999943,0,1
16,sub025,free viewing,17,HIV,low_emo,1,2.0,2.6599999999999966,1,1
17,sub025,free viewing,18,diabetes,low_emo,1,1.0,0.3299999999999841,1,0
18,sub025,free viewing,19,wash_hands,low_emo,1,1.0,0.3999999999999772,0,1
19,sub025,free viewing,20,burger,high_emo,1,6.0,3.6899999999999977,1,1
0,sub026,free viewing,1,marijuana,low_emo,1,1.0,4.21,1,1
1,sub026,free viewing,2,buckle_up,low_emo,1,5.0,5.110000000000001,1,1
2,sub026,free viewing,3,vaping,high_emo,1,3.0,5.52,0,1
3,sub026,free viewing,4,education_donation,high_emo,1,2.0,5.360000000000007,0,0
4,sub026,free viewing,5,hotel,high_emo,1,3.0,5.909999999999997,0,1
5,sub026,free viewing,6,smoking,low_emo,1,1.0,0.519999999999996,1,1
6,sub026,free viewing,7,sun_protection,low_emo,0,0.0,0.0,0,1
7,sub026,free viewing,8,binge_drinking,high_emo,1,5.0,2.260000000000005,0,0
8,sub026,free viewing,9,vaccination,low_emo,1,9.0,7.929999999999993,0,1
9,sub026,free viewing,10,coffee,high_emo,1,2.0,5.84999999999998,1,1
10,sub026,free viewing,11,furniture,low_emo,1,3.0,3.7299999999999898,0,0
11,sub026,free viewing,12,drugged_driving,high_emo,1,7.0,6.109999999999985,0,1
12,sub026,free viewing,13,text_driving,high_emo,1,5.0,5.78000000000003,1,1
13,sub026,free viewing,14,brunch,low_emo,1,3.0,3.3300000000000125,1,1
14,sub026,free viewing,15,healthy_diet,low_emo,1,4.0,6.310000000000002,0,1
15,sub026,free viewing,16,tech_addiction,low_emo,1,4.0,6.0,0,0
16,sub026,free viewing,17,HIV,high_emo,1,2.0,2.829999999999956,0,1
17,sub026,free viewing,18,diabetes,high_emo,1,8.0,6.319999999999965,1,1
18,sub026,free viewing,19,wash_hands,high_emo,1,4.0,5.379999999999967,0,0
19,sub026,free viewing,20,burger,low_emo,1,7.0,3.599999999999909,0,0
0,sub027,free viewing,1,coffee,low_emo,1,1.0,3.3100000000000005,1,1
1,sub027,free viewing,2,healthy_diet,high_emo,1,1.0,2.6700000000000017,0,1
2,sub027,free viewing,3,education_donation,low_emo,1,2.0,1.000000000000007,0,0
3,sub027,free viewing,4,burger,low_emo,1,5.0,2.6000000000000014,0,0
4,sub027,free viewing,5,marijuana,low_emo,1,1.0,0.3900000000000005,0,0
5,sub027,free viewing,6,hotel,high_emo,1,2.0,1.1899999999999975,0,0
6,sub027,free viewing,7,buckle_up,high_emo,1,2.0,1.4300000000000068,0,1
7,sub027,free viewing,8,vaping,high_emo,1,1.0,1.5699999999999932,0,1
8,sub027,free viewing,9,diabetes,high_emo,0,0.0,0.0,0,0
9,sub027,free viewing,10,vaccination,high_emo,1,2.0,2.01000000000002,0,0
10,sub027,free viewing,11,furniture,low_emo,1,1.0,0.3300000000000125,0,0
11,sub027,free viewing,12,brunch,high_emo,1,1.0,1.6699999999999875,0,0
12,sub027,free viewing,13,sun_protection,low_emo,1,1.0,0.4899999999999807,0,0
13,sub027,free viewing,14,wash_hands,low_emo,0,0.0,0.0,0,0
14,sub027,free viewing,15,tech_addiction,low_emo,1,5.0,2.76000000000002,1,1
15,sub027,free viewing,16,drugged_driving,high_emo,1,3.0,2.799999999999983,0,1
16,sub027,free viewing,17,text_driving,low_emo,1,1.0,0.2800000000000011,0,0
17,sub027,free viewing,18,binge_drinking,high_emo,1,2.0,1.979999999999989,1,1
18,sub027,free viewing,19,smoking,high_emo,1,4.0,1.9900000000000373,1,1
19,sub027,free viewing,20,HIV,low_emo,0,0.0,0.0,0,0
0,sub028,free viewing,1,coffee,high_emo,1,1.0,0.9299999999999996,0,0
1,sub028,free viewing,2,healthy_diet,low_emo,1,4.0,5.860000000000001,0,0
2,sub028,free viewing,3,education_donation,high_emo,1,4.0,3.1899999999999977,0,0
3,sub028,free viewing,4,burger,high_emo,1,3.0,1.509999999999998,0,1
4,sub028,free viewing,5,marijuana,high_emo,1,3.0,1.6199999999999903,1,1
5,sub028,free viewing,6,hotel,low_emo,1,4.0,3.830000000000013,0,1
6,sub028,free viewing,7,buckle_up,low_emo,1,1.0,0.9399999999999976,0,0
7,sub028,free viewing,8,vaping,low_emo,1,2.0,2.6799999999999926,1,1
8,sub028,free viewing,9,diabetes,low_emo,1,3.0,1.8800000000000097,0,1
9,sub028,free viewing,10,vaccination,low_emo,1,5.0,2.9199999999999733,1,1
10,sub028,free viewing,11,furniture,high_emo,1,2.0,3.9099999999999966,0,0
11,sub028,free viewing,12,brunch,low_emo,1,3.0,3.4699999999999704,0,1
12,sub028,free viewing,13,sun_protection,high_emo,1,4.0,3.009999999999991,1,1
13,sub028,free viewing,14,wash_hands,high_emo,1,3.0,2.690000000000026,1,1
14,sub028,free viewing,15,tech_addiction,high_emo,0,0.0,0.0,0,0
15,sub028,free viewing,16,drugged_driving,low_emo,1,3.0,1.4699999999999989,0,1
16,sub028,free viewing,17,text_driving,high_emo,1,6.0,3.2500000000000284,0,1
17,sub028,free viewing,18,binge_drinking,low_emo,1,1.0,2.7099999999999795,0,0
18,sub028,free viewing,19,smoking,low_emo,1,2.0,0.8599999999999852,0,1
19,sub028,free viewing,20,HIV,high_emo,1,3.0,4.079999999999984,1,1
0,sub029,free viewing,1,smoking,low_emo,1,2.0,0.9500000000000002,0,0
1,sub029,free viewing,2,education_donation,low_emo,0,0.0,0.0,0,0
2,sub029,free viewing,3,brunch,high_emo,0,0.0,0.0,0,1
3,sub029,free viewing,4,wash_hands,high_emo,0,0.0,0.0,0,1
4,sub029,free viewing,5,hotel,low_emo,0,0.0,0.0,0,1
5,sub029,free viewing,6,HIV,low_emo,0,0.0,0.0,0,1
6,sub029,free viewing,7,healthy_diet,low_emo,0,0.0,0.0,0,0
7,sub029,free viewing,8,tech_addiction,low_emo,0,0.0,0.0,0,1
8,sub029,free viewing,9,vaping,high_emo,0,0.0,0.0,1,1
9,sub029,free viewing,10,text_driving,low_emo,0,0.0,0.0,0,1
10,sub029,free viewing,11,marijuana,low_emo,1,1.0,0.4200000000000159,1,1
11,sub029,free viewing,12,vaccination,low_emo,0,0.0,0.0,0,0
12,sub029,free viewing,13,buckle_up,low_emo,0,0.0,0.0,1,1
13,sub029,free viewing,14,sun_protection,high_emo,0,0.0,0.0,0,1
14,sub029,free viewing,15,diabetes,high_emo,0,0.0,0.0,0,1
15,sub029,free viewing,16,binge_drinking,high_emo,0,0.0,0.0,0,1
16,sub029,free viewing,17,coffee,high_emo,0,0.0,0.0,0,1
17,sub029,free viewing,18,furniture,high_emo,1,1.0,0.8799999999999955,1,1
18,sub029,free viewing,19,drugged_driving,high_emo,0,0.0,0.0,0,1
19,sub029,free viewing,20,burger,high_emo,0,0.0,0.0,0,1
0,sub030,free viewing,1,smoking,high_emo,1,3.0,2.39,0,1
1,sub030,free viewing,2,education_donation,high_emo,1,1.0,0.2899999999999991,0,0
2,sub030,free viewing,3,brunch,low_emo,1,2.0,0.7800000000000011,0,1
3,sub030,free viewing,4,wash_hands,low_emo,1,1.0,1.8399999999999963,0,0
4,sub030,free viewing,5,hotel,high_emo,1,1.0,1.6499999999999917,0,0
5,sub030,free viewing,6,HIV,high_emo,0,0.0,0.0,0,1
6,sub030,free viewing,7,healthy_diet,high_emo,1,1.0,0.9499999999999886,0,0
7,sub030,free viewing,8,tech_addiction,high_emo,1,2.0,0.7099999999999795,0,1
8,sub030,free viewing,9,vaping,low_emo,0,0.0,0.0,0,1
9,sub030,free viewing,10,text_driving,high_emo,1,2.0,0.8100000000000023,0,0
10,sub030,free viewing,11,marijuana,high_emo,1,2.0,1.460000000000008,0,1
11,sub030,free viewing,12,vaccination,high_emo,0,0.0,0.0,0,1
12,sub030,free viewing,13,buckle_up,high_emo,1,4.0,4.239999999999981,1,1
13,sub030,free viewing,14,sun_protection,low_emo,1,1.0,0.7199999999999989,0,0
14,sub030,free viewing,15,diabetes,low_emo,0,0.0,0.0,0,0
15,sub030,free viewing,16,binge_drinking,low_emo,1,1.0,0.3400000000000034,0,1
16,sub030,free viewing,17,coffee,low_emo,1,2.0,1.1400000000000148,0,1
17,sub030,free viewing,18,furniture,low_emo,0,0.0,0.0,0,1
18,sub030,free viewing,19,drugged_driving,low_emo,1,3.0,1.6999999999999886,1,1
19,sub030,free viewing,20,burger,low_emo,1,1.0,0.3499999999999659,1,1
0,sub031,free viewing,1,marijuana,low_emo,1,3.0,4.16,0,1
1,sub031,free viewing,2,tech_addiction,low_emo,1,5.0,4.330000000000002,0,1
2,sub031,free viewing,3,education_donation,low_emo,1,2.0,5.219999999999995,0,0
3,sub031,free viewing,4,drugged_driving,low_emo,1,3.0,2.3499999999999943,0,1
4,sub031,free viewing,5,HIV,high_emo,1,6.0,5.210000000000015,0,1
5,sub031,free viewing,6,hotel,low_emo,1,4.0,2.5799999999999983,0,1
6,sub031,free viewing,7,wash_hands,low_emo,1,3.0,2.6500000000000057,0,1
7,sub031,free viewing,8,healthy_diet,low_emo,1,2.0,3.4199999999999875,0,1
8,sub031,free viewing,9,diabetes,high_emo,1,5.0,4.089999999999989,1,1
9,sub031,free viewing,10,burger,high_emo,1,3.0,5.4900000000000375,1,1
10,sub031,free viewing,11,vaping,low_emo,1,3.0,4.710000000000036,1,1
11,sub031,free viewing,12,furniture,low_emo,1,3.0,4.100000000000023,0,0
12,sub031,free viewing,13,buckle_up,low_emo,1,1.0,3.8899999999999855,1,1
13,sub031,free viewing,14,text_driving,high_emo,1,2.0,3.1899999999999977,1,1
14,sub031,free viewing,15,brunch,high_emo,1,4.0,4.599999999999994,1,1
15,sub031,free viewing,16,smoking,high_emo,1,2.0,4.440000000000026,1,1
16,sub031,free viewing,17,sun_protection,high_emo,1,3.0,1.840000000000032,0,1
17,sub031,free viewing,18,binge_drinking,high_emo,1,6.0,4.569999999999993,0,1
18,sub031,free viewing,19,vaccination,high_emo,1,3.0,2.6500000000000057,1,1
19,sub031,free viewing,20,coffee,high_emo,1,4.0,4.670000000000016,0,0
0,sub032,free viewing,1,marijuana,high_emo,1,5.0,4.97,1,1
1,sub032,free viewing,2,tech_addiction,high_emo,1,6.0,6.370000000000001,0,1
2,sub032,free viewing,3,education_donation,high_emo,1,6.0,4.909999999999997,0,1
3,sub032,free viewing,4,drugged_driving,high_emo,1,6.0,4.929999999999993,1,1
4,sub032,free viewing,5,HIV,low_emo,1,5.0,5.250000000000007,0,1
5,sub032,free viewing,6,hotel,high_emo,1,9.0,9.22999999999999,1,1
6,sub032,free viewing,7,wash_hands,high_emo,1,3.0,1.779999999999987,0,1
7,sub032,free viewing,8,healthy_diet,high_emo,1,5.0,5.110000000000014,0,1
8,sub032,free viewing,9,diabetes,low_emo,1,5.0,3.4299999999999926,0,1
9,sub032,free viewing,10,burger,low_emo,1,9.0,7.249999999999943,0,1
10,sub032,free viewing,11,vaping,high_emo,1,4.0,1.880000000000024,1,1
11,sub032,free viewing,12,furniture,high_emo,1,6.0,4.599999999999966,0,1
12,sub032,free viewing,13,buckle_up,high_emo,1,4.0,4.27000000000001,0,1
13,sub032,free viewing,14,text_driving,low_emo,1,7.0,4.47999999999999,0,1
14,sub032,free viewing,15,brunch,low_emo,1,4.0,3.890000000000015,0,1
15,sub032,free viewing,16,smoking,low_emo,1,8.0,4.25,0,1
16,sub032,free viewing,17,sun_protection,low_emo,1,6.0,2.470000000000028,0,1
17,sub032,free viewing,18,binge_drinking,low_emo,1,6.0,5.090000000000003,0,1
18,sub032,free viewing,19,vaccination,low_emo,1,5.0,3.690000000000055,0,1
19,sub032,free viewing,20,coffee,low_emo,1,12.0,7.4599999999999795,1,1
0,sub033,count trash,1,coffee,low_emo,1,1.0,0.5300000000000002,1,0
1,sub033,count trash,2,diabetes,low_emo,0,0.0,0.0,0,0
2,sub033,count trash,3,vaccination,high_emo,0,0.0,0.0,0,1
3,sub033,count trash,4,burger,low_emo,0,0.0,0.0,1,1
4,sub033,count trash,5,binge_drinking,high_emo,0,0.0,0.0,0,1
5,sub033,count trash,6,smoking,high_emo,1,1.0,0.4200000000000017,0,1
6,sub033,count trash,7,furniture,low_emo,1,1.0,0.2900000000000062,0,0
7,sub033,count trash,8,wash_hands,low_emo,1,1.0,0.4699999999999988,1,1
8,sub033,count trash,9,marijuana,high_emo,1,2.0,0.7799999999999869,0,1
9,sub033,count trash,10,buckle_up,high_emo,0,0.0,0.0,1,1
10,sub033,count trash,11,brunch,low_emo,0,0.0,0.0,0,1
11,sub033,count trash,12,healthy_diet,high_emo,1,1.0,0.9000000000000057,0,1
12,sub033,count trash,13,HIV,low_emo,1,1.0,0.3299999999999841,0,1
13,sub033,count trash,14,education_donation,low_emo,1,2.0,1.0300000000000011,0,0
14,sub033,count trash,15,tech_addiction,low_emo,1,1.0,0.2900000000000204,0,0
15,sub033,count trash,16,hotel,high_emo,0,0.0,0.0,0,0
16,sub033,count trash,17,vaping,high_emo,0,0.0,0.0,0,0
17,sub033,count trash,18,sun_protection,low_emo,0,0.0,0.0,1,1
18,sub033,count trash,19,text_driving,high_emo,0,0.0,0.0,0,1
19,sub033,count trash,20,drugged_driving,high_emo,0,0.0,0.0,0,1
0,sub034,count trash,1,coffee,high_emo,0,0.0,0.0,0,0
1,sub034,count trash,2,diabetes,high_emo,0,0.0,0.0,0,0
2,sub034,count trash,3,vaccination,low_emo,1,1.0,0.509999999999998,0,0
3,sub034,count trash,4,burger,high_emo,1,2.0,1.1199999999999974,0,0
4,sub034,count trash,5,binge_drinking,low_emo,0,0.0,0.0,0,0
5,sub034,count trash,6,smoking,low_emo,1,1.0,0.5400000000000063,0,0
6,sub034,count trash,7,furniture,high_emo,1,1.0,0.9599999999999936,0,0
7,sub034,count trash,8,wash_hands,high_emo,1,2.0,2.8599999999999994,1,1
8,sub034,count trash,9,marijuana,low_emo,0,0.0,0.0,0,0
9,sub034,count trash,10,buckle_up,low_emo,0,0.0,0.0,0,0
10,sub034,count trash,11,brunch,high_emo,0,0.0,0.0,0,0
11,sub034,count trash,12,healthy_diet,low_emo,0,0.0,0.0,0,0
12,sub034,count trash,13,HIV,high_emo,0,0.0,0.0,0,0
13,sub034,count trash,14,education_donation,high_emo,0,0.0,0.0,0,0
14,sub034,count trash,15,tech_addiction,high_emo,0,0.0,0.0,0,0
15,sub034,count trash,16,hotel,low_emo,0,0.0,0.0,0,0
16,sub034,count trash,17,vaping,low_emo,1,2.0,0.9000000000000057,0,0
17,sub034,count trash,18,sun_protection,high_emo,0,0.0,0.0,0,0
18,sub034,count trash,19,text_driving,low_emo,1,1.0,0.5600000000000023,0,0
19,sub034,count trash,20,drugged_driving,low_emo,0,0.0,0.0,0,0
0,sub035,count trash,1,binge_drinking,low_emo,0,0.0,0.0,0,0
1,sub035,count trash,2,smoking,low_emo,1,3.0,2.039999999999999,1,1
2,sub035,count trash,3,healthy_diet,high_emo,1,1.0,0.8999999999999986,0,0
3,sub035,count trash,4,diabetes,low_emo,0,0.0,0.0,0,0
4,sub035,count trash,5,drugged_driving,high_emo,1,2.0,5.43,1,1
5,sub035,count trash,6,HIV,low_emo,0,0.0,0.0,0,0
